PC  | CMD  | XYZ | P   | R0  | R1  | R2  | R3  | ZCNO
023 | JC   | 000 | 031 | 001 | DEB | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DEB | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DEB | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DEC | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DEC | DED | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DEC | DED | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DEC | DED | 001 | FFTF
020 | REA  | 210 | --- | 001 | DEC | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DEC | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DEC | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DEC | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DEC | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DED | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DED | DEE | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DED | DEE | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DED | DEE | 001 | FFTF
020 | REA  | 210 | --- | 001 | DED | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DED | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DED | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DED | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DED | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DEE | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DEE | DEF | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DEE | DEF | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DEE | DEF | 001 | FFTF
020 | REA  | 210 | --- | 001 | DEE | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DEE | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DEE | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DEE | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DEE | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DEF | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DEF | DF0 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DEF | DF0 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DEF | DF0 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DEF | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DEF | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DEF | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DEF | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DEF | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF0 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF0 | DF1 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF0 | DF1 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF0 | DF1 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF0 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF0 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF0 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF0 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF0 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF1 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF1 | DF2 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF1 | DF2 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF1 | DF2 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF1 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF1 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF1 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF1 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF1 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF2 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF2 | DF3 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF2 | DF3 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF2 | DF3 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF2 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF2 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF2 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF2 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF2 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF3 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF3 | DF4 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF3 | DF4 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF3 | DF4 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF3 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF3 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF3 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF3 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF3 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF4 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF4 | DF5 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF4 | DF5 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF4 | DF5 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF4 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF4 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF4 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF4 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF4 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF5 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF5 | DF6 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF5 | DF6 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF5 | DF6 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF5 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF5 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF5 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF5 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF5 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF6 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF6 | DF7 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF6 | DF7 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF6 | DF7 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF6 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF6 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF6 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF6 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF6 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF7 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF7 | DF8 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF7 | DF8 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF7 | DF8 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF7 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF7 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF7 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF7 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF7 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF8 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF8 | DF9 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF8 | DF9 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF8 | DF9 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF8 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF8 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF8 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF8 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF8 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DF9 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DF9 | DFA | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DF9 | DFA | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DF9 | DFA | 001 | FFTF
020 | REA  | 210 | --- | 001 | DF9 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DF9 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DF9 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DF9 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DF9 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DFA | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DFA | DFB | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DFA | DFB | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DFA | DFB | 001 | FFTF
020 | REA  | 210 | --- | 001 | DFA | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DFA | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DFA | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DFA | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DFA | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DFB | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DFB | DFC | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DFB | DFC | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DFB | DFC | 001 | FFTF
020 | REA  | 210 | --- | 001 | DFB | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DFB | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DFB | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DFB | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DFB | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DFC | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DFC | DFD | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DFC | DFD | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DFC | DFD | 001 | FFTF
020 | REA  | 210 | --- | 001 | DFC | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DFC | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DFC | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DFC | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DFC | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DFD | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DFD | DFE | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DFD | DFE | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DFD | DFE | 001 | FFTF
020 | REA  | 210 | --- | 001 | DFD | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DFD | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DFD | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DFD | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DFD | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DFE | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DFE | DFF | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DFE | DFF | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DFE | DFF | 001 | FFTF
020 | REA  | 210 | --- | 001 | DFE | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DFE | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DFE | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DFE | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DFE | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | DFF | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | DFF | E00 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | DFF | E00 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | DFF | E00 | 001 | FFTF
020 | REA  | 210 | --- | 001 | DFF | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | DFF | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | DFF | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | DFF | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | DFF | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E00 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E00 | E01 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E00 | E01 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E00 | E01 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E00 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E00 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E00 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E00 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E00 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E01 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E01 | E02 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E01 | E02 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E01 | E02 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E01 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E01 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E01 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E01 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E01 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E02 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E02 | E03 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E02 | E03 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E02 | E03 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E02 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E02 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E02 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E02 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E02 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E03 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E03 | E04 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E03 | E04 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E03 | E04 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E03 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E03 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E03 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E03 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E03 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E04 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E04 | E05 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E04 | E05 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E04 | E05 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E04 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E04 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E04 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E04 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E04 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E05 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E05 | E06 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E05 | E06 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E05 | E06 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E05 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E05 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E05 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E05 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E05 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E06 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E06 | E07 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E06 | E07 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E06 | E07 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E06 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E06 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E06 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E06 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E06 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E07 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E07 | E08 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E07 | E08 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E07 | E08 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E07 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E07 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E07 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E07 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E07 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E08 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E08 | E09 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E08 | E09 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E08 | E09 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E08 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E08 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E08 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E08 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E08 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E09 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E09 | E0A | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E09 | E0A | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E09 | E0A | 001 | FFTF
020 | REA  | 210 | --- | 001 | E09 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E09 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E09 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E09 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E09 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E0A | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E0A | E0B | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E0A | E0B | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E0A | E0B | 001 | FFTF
020 | REA  | 210 | --- | 001 | E0A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E0A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E0A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E0A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E0A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E0B | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E0B | E0C | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E0B | E0C | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E0B | E0C | 001 | FFTF
020 | REA  | 210 | --- | 001 | E0B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E0B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E0B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E0B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E0B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E0C | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E0C | E0D | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E0C | E0D | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E0C | E0D | 001 | FFTF
020 | REA  | 210 | --- | 001 | E0C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E0C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E0C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E0C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E0C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E0D | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E0D | E0E | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E0D | E0E | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E0D | E0E | 001 | FFTF
020 | REA  | 210 | --- | 001 | E0D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E0D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E0D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E0D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E0D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E0E | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E0E | E0F | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E0E | E0F | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E0E | E0F | 001 | FFTF
020 | REA  | 210 | --- | 001 | E0E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E0E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E0E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E0E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E0E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E0F | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E0F | E10 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E0F | E10 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E0F | E10 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E0F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E0F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E0F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E0F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E0F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E10 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E10 | E11 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E10 | E11 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E10 | E11 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E10 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E10 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E10 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E10 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E10 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E11 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E11 | E12 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E11 | E12 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E11 | E12 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E11 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E11 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E11 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E11 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E11 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E12 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E12 | E13 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E12 | E13 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E12 | E13 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E12 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E12 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E12 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E12 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E12 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E13 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E13 | E14 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E13 | E14 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E13 | E14 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E13 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E13 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E13 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E13 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E13 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E14 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E14 | E15 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E14 | E15 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E14 | E15 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E14 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E14 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E14 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E14 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E14 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E15 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E15 | E16 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E15 | E16 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E15 | E16 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E15 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E15 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E15 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E15 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E15 | 000 | 001 | TFFF
